alim_code,name_fr,name_en,group_code,subgroup_code,subsubgroup_code,energy_kcal,energy_kj,protein_g,carbs_g,sugars_g,fat_g,saturated_fat_g,fibre_g,salt_g,water_g
32111,"Muesli croustillant aux fruits, avec ou sans fruits à coque et/ou graines, enrichi en vitamines et minéraux","Granola with fruits, with or without nut and seeds, fortified with vitamins and minerals",07,0707,000000,464,1950,"8,38","60,4","19,1","19,4","3,58","6,7","0,56","3,1"
32112,"Muesli croustillant au chocolat, enrichi en vitamines et minéraux","Granola with chocolate, fortified with vitamins and minerals",07,0707,000000,469,1970,8,"61,9","22,3","19,7","6,68","5,3","0,49","3,1"
32113,"Muesli floconneux aux fruits, fruits à coque et/ou graines, sans sucres ajoutés, non enrichi","Muesli, with fruits, nuts and/or seeds, no added sugars, not fortified",07,0707,000000,374,1580,"10,3","59,8","13,3","8,1","1,54","8,9","0,023",10
32116,"Céréales pour petit déjeuner très riches en fibres, nature, enrichies en vitamines et minéraux","Breakfast cereals, very rich in fibre, plain, fortified with vitamins and minerals",07,0707,000000,327,1370,"13,4","43,3","10,4","3,8","0,75","33,1","0,51",3
32121,"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux","Corn flakes, sugar frosted, fortified with vitamins and minerals",07,0707,000000,381,1620,"4,25","88,6","36,4","0,5","0,14","2,3","0,81","3,3"
32129,"Boules de maïs soufflées au miel, non enrichies en vitamines et minéraux","Breakfast cereals, puffed corn with honey, not fortified",07,0707,000000,389,1650,"5,84","87,3","26,3","1,41","0,19","2,01","0,65","2,3"
32130,Blé khorasan complet soufflé,"Khorasan wheat, wholegrain, puffed",07,0707,000000,378,1600,"7,32","80,5","23,4","1,96","0,52","4,4","0,027","5,13"
32131,"Riz soufflé chocolaté, enrichi en vitamines et minéraux","Puffed rice, with chocolate, fortified with vitamins and minerals",07,0707,000000,382,1620,"6,75","81,8",18,2,"1,05","4,5","0,62","3,1"
32133,"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux","Breakfast cereals, puffed corn with honey, fortified with vitamins and minerals",07,0707,000000,384,1630,"5,63","86,6","22,9","0,9","0,24","3,2","0,89","2,3"
32138,"Muesli floconneux aux fruits, fruits à coque et/ou graines, non enrichi en vitamines et minéraux","Muesli, with fruits, nuts and/or seeds, not fortified",07,0707,000000,371,1570,"10,6","60,9","11,7",7,"2,09","9,8","0,058",9
32139,Muesli enrichi en vitamines et minéraux (aliment moyen),"Muesli, fortified with vitamins and minerals (average)",07,0707,000000,436,1840,"8,78","63,6","19,7","14,6","3,51","6,77","0,47","4,25"
32140,Flocons d'avoine,Oat flakes,07,0707,000000,369,1550,"11,4","57,7","1,04","7,82","1,37","11,2","0,011",11
32141,Muesli non enrichi en vitamines et minéraux (aliment moyen),"Muesli, not fortified (average food)",07,0707,000000,409,1720,"9,63","61,8","17,2","11,6","3,3","8,36","0,093","6,37"
32142,"Céréales pour petit déjeuner au miel ou caramel, soufflées ou extrudées, enrichies en vitamines et minéraux","Breakfast cereals, puffed or extruded, with honey or caramel, fortified with vitamins and minerals",07,0707,000000,388,1640,"7,44","75,4","21,8","4,6","0,76","6,3","0,91",3
32143,"Céréales pour petit déjeuner au miel ou caramel, soufflées ou extrudées, non enrichies en vitamines et minéraux","Breakfast cereals, puffed or extruded, with honey or caramel, not fortified",07,0707,000000,382,1620,"6,73","80,1","21,9","2,78","0,62","5,03","0,43",-
32144,"Muesli croustillant aux fruits à coque et/ou graines uniquement, enrichi en vitamines et minéraux","Granola with nuts and/or seeds only, fortified with vitamins and minerals",07,0707,000000,433,1820,"9,77","63,3","14,7","13,8","3,73","8,27","0,56",-
32145,"Muesli croustillant aux fruits à coque et/ou graines uniquement, non enrichi en vitamines et minéraux","Granola with nuts and/or seeds only, not fortified",07,0707,000000,450,1890,10,"61,2","17,2","16,5","2,65","6,7","0,22","2,9"
34000,"Lapin, viande braisée","Rabbit, meat, braised",04,0401,040107,197,828,"30,4",0,0,"8,41","2,51",0,"0,093","58,8"
34001,"Lapin, viande crue","Rabbit, meat, raw",04,0402,040207,188,786,"20,4","0,58",0,"11,6","4,74",0,"0,14","68,1"
34002,"Lapin, viande cuite","Rabbit, meat, cooked",04,0401,040107,167,697,"20,5","0,5",0,"9,2","3,42",0,"0,16","68,2"
34003,"Lapin de garenne, viande crue","Rabbit, wild, meat, raw",04,0402,040207,108,456,"21,8",0,0,"2,32","0,69",0,"0,13","74,5"
34004,"Lapin de garenne, viande cuite","Rabbit, wild, meat, cooked",04,0401,040107,164,691,33,0,0,"3,51","1,05",0,"0,11","61,4"
34500,"Grenouille, cuisse, crue","Frog, leg, raw",04,0408,000000,70,297,"16,2","0,66",0,"0,28","0,073",0,"0,14",82
34501,"Grenouille, cuisse, grillée/poêlée","Frog, leg, grilled/pan-fried without added fat",04,0407,000000,"95,7",405,"21,9","0,015",0,"0,9","0,3",0,"0,22","76,7"
36000,"Poule, viande et peau crues","Hen, meat and skin, raw",04,0402,040203,255,1060,"17,6","0,4",0,"20,3","5,71",0,"0,18","61,8"
36001,"Poule, viande crue","Hen, meat, raw",04,0402,040203,142,595,"21,3",0,0,"6,32","1,57",0,"0,2","72,5"
36002,"Poulet, cuisse, viande et peau crue","Chicken, leg, meat and skin, raw",04,0402,040203,192,799,"17,3",0,traces,"13,5","3,85",0,"0,22","69,2"
36003,"Poulet, viande crue","Chicken, meat, raw",04,0402,040203,109,462,"20,9",0,0,"2,89","0,73",0,"0,19","75,2"
36004,"Poulet, cuisse, viande et peau rôtie/cuite au four","Chicken, leg, meat and skin, roasted/baked",04,0401,040103,205,859,"25,9",traces,0,"11,3","4,44",0,"0,23","62,2"
36005,"Poulet, viande et peau rôties/cuites au four","Chicken, meat and skin, roasted/baked",04,0401,040103,204,856,"28,9",0,0,"9,88","3,08",0,"0,4","59,7"
36006,"Poulet, cuisse, viande rôtie/cuite au four","Chicken leg, meat, roasted/baked",04,0401,040103,171,718,"24,8",0,0,"8,03","2,2",0,"0,26","66,9"
36007,"Poulet blanc, viande et peau crues","Chicken, white race, meat and skin, raw",04,0402,040203,122,513,"20,8",0,-,"4,3",-,0,"0,2","72,3"
36008,"Poulet fermier, viande et peau crues","Chicken, free-range, meat and skin, raw",04,0402,040203,120,504,22,0,0,"3,5","2,3",0,"0,21","70,8"
36014,"Poule, cuisse crue","Hen, leg, raw",04,0402,040203,131,551,"19,6",0,0,"5,92","1,51",0,"0,27","74,4"
36016,"Poulet, viande et peau crues","Chicken, meat and skin, raw",04,0402,040203,173,723,"21,5","0,3",0,"9,54","2,46",0,"0,15","68,4"
36017,"Poulet, filet sans peau cru","Chicken, breast, without skin, raw",04,0402,040203,110,464,"23,4",0,traces,"1,5","0,44",0,"0,11","75,1"
36018,"Poulet, filet sans peau grillé/poêlé","Chicken, breast, without skin, grilled/pan-fried",04,0401,040103,141,598,"30,1",0,traces,2,"0,58",0,"0,14","67,5"
36019,"Poulet, haut de cuisse, viande crue","Chicken high leg, meat, raw",04,0402,040203,116,487,"19,7",0,0,"4,12","1,1",0,"0,24","76,2"
36020,"Poulet éviscéré sans abats, cru","Chicken, eviscerated without offal, raw",04,0402,040203,210,875,"18,6",0,-,"15,1",-,0,"0,18",-
36022,"Poulet, pilon cru","Chicken, drumstick, raw",04,0402,040203,155,648,"18,1",0,0,"9,2","2,46",0,"0,27","72,5"
36023,"Poulet, aile, viande et peau crues","Chicken, wing, meat and skin, raw",04,0402,040203,181,754,"20,4",0,0,11,"3,04",0,"0,22","66,9"
36024,"Poulet, cuisse, viande crue","Chicken, leg, meat, raw",04,0402,040203,114,478,"19,3",0,0,"4,05","1,03",0,"0,23",76
36027,"Nuggets ou croquette panée de poulet, préemballé","Chicken nuggets, breaded croquette, prepacked",01,0103,010301,250,1050,"15,6","19,4","1,3","11,6","2,68","2,4","1,37","48,6"
36029,"Poulet, poitrine, viande et peau crues","Chicken, breast, meat and skin, raw",04,0402,040203,167,697,"20,9",0,0,"9,25","2,66",0,"0,16","69,5"
36030,"Poulet, cuisse, viande bouillie/cuite à l'eau","Chicken leg, meat, boiled/cooked in water",04,0401,040103,188,785,"24,8","0,7",0,"9,52",-,0,"0,23","64,3"
36031,"Poulet, cuisse, viande et peau bouillie/cuite à l'eau","Chicken, leg, meat and skin, boiled/cooked in water",04,0401,040103,187,785,"26,1","< 0,55","< 0,2","9,1","2,64",0,"0,18","64,1"
36032,"Poulet, poitrine, viande et peau rôties/cuites au four","Chicken, breast, meat and skin, roasted/baked",04,0401,040103,189,794,"29,8",0,0,"7,78","2,19",0,"0,18","62,4"
36033,"Poulet, aile, viande et peau rôties/cuites au four","Chicken, wing, meat and skin, roasted/baked",04,0401,040103,247,1030,"23,8",0,0,"16,9","4,98",0,"0,25","59,4"
36035,"Poulet, manchons marinés, préemballés, rôtis/cuits au four","Chicken, marinated wings, prepacked, roasted/baked",01,0103,010301,213,890,"22,4","2,1","0,6","12,6","3,16","0,9","1,69","60,2"
36036,"Escalope panée, viennoise ou milanaise, poulet, cuite",Milanese-style chicken escalope or breaded chicken escalope,01,0103,010301,339,1410,"7,25","21,7","1,9",24,"5,28","3,4","1,26","41,8"
36037,"Poulet, cuisse, viande et peau crues bio","Chicken, leg, meat and skin, raw, organic",04,0402,040203,193,805,"18,1",0,traces,"13,3","3,82",0,"0,19","68,3"
36038,"Poulet, cuisse, viande et peau crues label rouge","Chicken, leg, meat and skin, raw, label rouge",04,0402,040203,173,723,"19,1",0,traces,"10,6","3,03",0,"0,21","69,9"
36039,"Poulet, filet sans peau cru, bio","Chicken, breast, without skin, raw, organic",04,0402,040203,118,497,"24,6",0,traces,"1,8","0,54",0,"0,095","74,1"
36040,"Poulet, filet sans peau cru, label rouge","Chicken, breast, without skin, raw, label rouge",04,0402,040203,113,478,"25,2",0,traces,1,"0,3",0,"0,1","73,8"
36041,"Poulet, filet sans peau grillé/poêlé, bio","Chicken, breast, without skin, grilled/pan-fried, organic",04,0401,040103,144,611,"31,1",0,traces,"1,8","0,62",0,"0,12","67,5"
36042,"Volaille, viande cuite (aliment moyen)","Poultry, meat, cooked (average)",04,0401,000000,152,639,"27,8","0,031",traces,"4,36","1,23",0,"0,2","66,7"
36050,"Chapon, viande et peau crues","Capon, meat and skin, raw",04,0402,040207,195,811,"19,9",0,0,"12,8","1,5",0,"0,14","63,2"
36051,"Chapon, viande et peau rôties/cuites au four","Capon, meat and skin, roasted/baked",04,0401,040107,221,923,29,0,-,"11,7","3,26",0,"0,12","58,7"
36100,"Caille, viande et peau crues","Quail, meat and skin, raw",04,0402,040207,140,585,"19,6",0,0,"6,8","1,91",0,"0,13","69,7"
36101,"Caille, viande crue","Quail, meat, raw",04,0402,040207,128,538,"21,8",0,0,"4,53","1,32",0,"0,13",70
36102,"Caille, viande et peau cuites","Quail, meat and skin, cooked",04,0401,040107,206,860,"26,8",0,0,"10,9","3,51",0,"0,13","60,5"
36200,"Canard, viande et peau rôties/cuites au four","Duck, meat and skin, roasted/baked",04,0401,040107,331,1370,19,0,0,"28,4","9,67",0,"0,15","51,8"
36201,"Canard, viande crue","Duck, meat, raw",04,0402,040207,127,531,"18,3",0,0,"5,95","2,32",0,"0,19","73,8"
36202,"Canard, viande rôtie/cuite au four","Duck, meat, roasted/baked",04,0401,040107,194,811,"23,3",0,0,"11,2","3,95",0,"0,39","63,1"
36203,"Canard, cuisse avec peau, sans os, crue","Duck, leg, meat and skin, raw",04,0402,040207,104,438,"18,7","0,3",-,"3,1","1,05",0,"0,26","72,3"
36204,"Canard, viande et peau crues","Duck, meat and skin, raw",04,0402,040207,273,1130,"17,4",0,0,"22,6","7,47",0,"0,14","58,6"
36205,"Canard, magret grillé/poêlé","Duck, magret, grilled/pan-fried",04,0401,040107,188,789,"26,7",0,0,"9,05","3,35",0,"1,09","61,9"
36206,"Canard, magret cru","Duck, breast fillet, raw",04,0402,040207,337,1390,"17,9","0,1","0,1","29,4","8,95",0,"0,21","53,2"
36300,"Dinde, viande et peau crues","Turkey, meat and skin, raw",04,0402,040204,137,577,"21,6",0,traces,"5,64","1,46",0,"0,28","72,7"
36301,"Dinde, viande crue","Turkey, meat, raw",04,0402,040204,108,456,"22,6",0,0,"1,93","0,46",0,"0,3","75,4"
36302,"Dinde, viande rôtie/cuite au four","Turkey, meat, roasted/baked",04,0401,040104,151,636,"29,1",0,0,"3,84","1,13",0,"0,25","66,7"
36304,"Dinde, escalope crue","Turkey, escalope, raw",04,0402,040204,108,457,"23,7",0,0,"1,48","0,29",0,"0,28","74,9"
36305,"Dinde, cuisse, viande et peau crues","Turkey, leg, meat and skin, raw",04,0402,040204,149,625,"19,7",0,traces,"7,85","2,24",0,"0,23","71,9"
36306,"Dinde, escalope grillée/poêlée","Turkey, escalope, grilled/pan-fried",04,0401,040104,124,524,"28,5",0,-,"1,09","0,51",0,"0,16","66,3"
36307,"Dinde, cuisse, viande crue","Turkey, leg, meat, raw",04,0402,040204,108,454,"21,3",0,0,"2,5","0,68",0,"0,31",76
36308,"Dinde, escalope rôtie/cuite au four","Turkey, escalope, roasted/baked",04,0401,040104,139,589,"30,1",0,0,"2,08","0,59",0,"0,25","67,9"
36310,"Dinde, aile crue","Turkey, wing, raw",04,0402,040204,192,800,"20,2",0,-,"12,3","3,28",0,"0,14","66,5"
36311,"Dinde, haut de cuisse cru","Turkey, leg, raw",04,0402,040204,-,-,-,0,0,"3,69","0,78",0,"0,19","75,6"
36318,"Escalope panée, viennoise ou milanaise, dinde, cuite",Milanese-style turkey escalope or breaded turkey escalope,01,0103,010301,211,882,"14,1","13,5","1,07","10,9","1,53","1,3","1,03",-
36401,"Faisan, viande crue","Pheasant, meat, raw",04,0402,040206,126,533,"23,2",0,0,"3,73","1,27",0,"0,097","71,6"
36402,"Faisan, viande rôtie/cuite au four","Pheasant, meat, roasted/baked",04,0401,040106,239,999,"32,4",0,0,"12,1","3,91",0,"0,11","54,2"
36403,"Faisan, viande et peau crues","Pheasant, meat and skin, raw",04,0402,040206,164,688,"23,2",0,0,"7,95","3,51",0,"0,09","67,8"
36500,"Oie, viande crue","Goose, meat, raw",04,0402,040207,155,651,"22,8",0,traces,"7,13","2,79",0,"0,22","68,3"
36501,"Oie, viande et peau crues","Goose, meat and skin, raw",04,0402,040207,366,1510,"15,9",0,traces,"33,6","9,78",0,"0,18","49,7"
36502,"Oie, viande rôtie/cuite au four","Goose, meat, roasted/baked",04,0401,040107,230,961,29,0,-,"12,7",-,0,"0,19","57,2"
36503,"Oie, viande et peau rôties/cuites au four","Goose, meat and skin, roasted/baked",04,0401,040107,298,1240,"25,2",0,0,"21,9","6,87",0,"0,18",52
36600,"Pigeon, viande crue","Pigeon, meat, raw",04,0402,040207,213,885,18,0,0,"15,7","5,2",0,"0,13","64,7"
36602,"Pigeon, viande rôtie/cuite au four","Pigeon, meat, roasted/baked",04,0401,040107,213,887,"23,9",0,0,13,"3,74",0,"0,14",62
36603,"Gibier à plumes, viande, cuit (aliment moyen)","Feathered game, meat, cooked (average)",04,0401,040106,203,847,"24,9",0,0,"11,5","4,05",0,"0,69","61,5"
36700,"Pintade, viande crue","Guinea fowl, meat, raw",04,0402,040207,128,539,22,0,0,"4,46","1,21",0,"0,17","71,7"
36702,"Pintade, poitrine crue","Guinea fowl, breast, raw",04,0402,040207,107,453,"25,1",0,0,"0,7","0,23",0,"0,13","75,3"
36703,"Pintade, cuisse crue","Guinea fowl, leg, raw",04,0402,040207,118,498,"22,8","0,2","0,2","2,9","0,94",0,"0,18","73,6"
36800,"Autruche, viande crue","Ostrich, meat, raw",04,0402,040207,159,666,"20,2",0,0,"8,7",-,0,"0,18","71,1"
36801,"Autruche, viande cuite","Ostrich, meat, cooked",04,0401,040107,168,706,"26,2",0,0,"7,07",-,0,"0,2","67,1"
36900,"Volaille, cuite (aliment moyen)","Poultry, cooked (average)",04,0401,000000,167,704,"27,3","0,033","0,0037","6,37","2,07","0,0029","0,25","65,2"
37000,"Base de pizza (pâte et sauce à la crème), crue","Base for pizza (dough + cream sauce), raw",10,1003,000000,261,1100,"7,7","51,1","1,8","2,6","0,8",1,"1,75",-
37001,"Pâte à pizza, préemballée, crue","Pizza dough, prepacked, raw",03,0305,000000,240,1020,"7,05","44,2","1,4","3,45","0,25","2,2","1,31",-
37002,"Base de pizza (pâte et sauce à la tomate), crue","Base for pizza (dough + tomato sauce), raw",10,1003,000000,232,983,"6,9","44,6","1,5","2,7","0,8",1,"1,75",-
38104,"Chips, beignet ou pétale à la crevette",Prawn crackers,03,0303,000000,508,2130,"3,1","63,7","7,1","26,6","2,4",1,"1,53","3,5"
38105,"Chips de maïs ou tortilla chips, aromatisé","Maiz/corn chips or tortilla chips, flavoured",03,0303,000000,499,2090,"6,53","59,1","2,79","25,4","10,4","4,16","1,49","2,6"
38106,"Biscuit ou cracker apéritif, soufflé, goût pomme de terre","Puffed salty snacks, potato flavour",03,0303,000000,475,1990,"4,59","60,6","1,39",23,"6,49","3,74","3,08","3,53"
38107,"Biscuit ou cracker apéritif, mini bretzel ou sticks","Salty snacks, crackers, mini pretzels or sticks",03,0303,000000,376,1590,"11,2","73,7",2,"3,13","1,4","4,32","4,43","2,9"
38109,"Biscuit apéritif, mini-chou fourré, préemballé","Salty snack, filled, prepacked",03,0303,000000,651,2700,"10,7","28,2","5,54","54,7","41,9","1,44","1,49",-
38399,Biscuit ou cracker apéritif (aliment moyen),"Salty snacks, crackers (average)",03,0303,000000,480,2010,"10,2","61,2","4,41","20,9","10,6","3,34","2,59","1,46"
38401,"Biscuit ou cracker apéritif, à base de blé, au fromage","Salty snacks, crackers, made from wheat, with cheese",03,0303,000000,519,2170,"14,8",47,"4,36","29,4","13,8","3,86","1,88","2,35"
38402,"Biscuit ou cracker apéritif, à base de blé, nature ou aromatisé","Salty snacks, crackers, made from wheat, plain or flavoured",03,0303,000000,499,2090,"10,4","59,1","5,45","23,8","12,2","3,12","2,32","0,89"
38403,"Biscuit ou cracker apéritif, à base de blé, nature, allégé en matière grasse","Salty snacks, crackers, made from wheat, plain, reduced fat",03,0303,000000,410,1730,"6,53","73,1","3,97","9,33","4,67","3,67",3,"4,05"
38404,"Biscuit ou cracker apéritif, soufflé, goût cacahuète","Puffed salty snacks, peanut flavour",03,0303,000000,487,2040,"13,3","54,8","3,13","22,9","5,94","3,99","1,88","2,33"
38405,"Biscuit ou cracker apéritif, tuile, à base de pomme de terre","Salty snacks, crackers, made from potato",03,0303,000000,521,2180,"4,63","59,1","2,86","28,8","9,02","3,31","1,62","1,85"
38406,"Cacahuète enrobée d'un biscuit salé ou aromatisé, pour apéritif",Peanuts coated with savoury biscuit (with salt or flavoured),03,0303,000000,518,2160,"15,8","45,4","4,51","29,7","7,8","3,18","2,82",-
38407,"Biscuit ou cracker apéritif, feuilleté (flûtes, torsades, palmiers…), sans fromage","Salty snacks, crackers, puff pastry, without cheese",03,0303,000000,476,1990,"10,9","59,7","1,74","20,7","13,1","3,68","2,55","2,5"
38408,"Biscuit apéritif, crêpe dentelle fourrée, préemballée","Salted crispy crepe, filled, prepacked",03,0303,000000,555,2310,"9,3","48,8","14,2","35,6","23,3","1,25","1,73",-
38410,"Biscuit ou cracker apéritif, feuilleté (flûtes, torsades, palmiers…), au fromage","Salty snacks, crackers, puff pastry, with cheese",03,0303,000000,524,2190,"13,1","50,2","2,14","29,6","19,1","2,2","2,53","2,3"
38411,"Biscuit ou cracker apéritif, à base de blé, assortiment","Salty snacks, crackers, made from wheat, various types",03,0303,000000,501,2100,"8,88","58,2","6,87","25,3","5,76","2,78","1,88",-
38413,"Biscuit ou cracker apéritif, gaufrette fourrée","Salty snacks, crackers, mini waffle, filled",03,0303,000000,585,2430,"10,4","39,6","9,44","42,4","37,4","2,19","1,86","2,51"
38414,"Gressin, au sésame","Grissini or bread stick, with sesame",03,0303,000000,443,1860,14,"59,3","3,06","15,7","5,24","4,64","1,7",-
38415,"Gressin, au sésame, allégé en matière grasse","Grissini or bread stick, with sesame, reduced fat",03,0303,000000,427,1800,"15,4","56,8","1,9","13,9","3,1","6,77","1,81",-
38416,"Biscuit ou cracker apéritif, à base de riz et cacahuètes enrobées, mélange japonais","Salty snacks, crackers made from rice and coated peanuts, japanese style",03,0303,000000,409,1730,"10,8",72,"10,1","8,27","1,91","1,94",1,-
38417,"Chips de maïs ou tortilla chips, nature","Maize/corn chips or tortilla chips, plain",03,0303,000000,488,2050,"6,68","62,6","1,1","22,5","7,5","4,33","0,88","2,64"
38419,"Biscuit ou cracker apéritif, soufflé, goût bacon","Puffed salty snacks, bacon flavour",03,0303,000000,513,2150,"6,5","62,2","1,55","25,9","8,55","2,45","2,2",-
38420,"Biscuit ou cracker apéritif, soufflé, nature","Puffed salty snacks, plain",03,0303,000000,464,1950,"7,17",64,"3,74","19,2","7,84","3,53","2,67","2,97"
38421,"Biscuit ou cracker apéritif, soufflé, goût fromage","Puffed salty snacks, cheese flavour",03,0303,000000,510,2130,"7,29","57,6","3,26","27,3","12,8","2,64","2,24","2,17"
38422,"Biscuit ou cracker apéritif, soufflé, sans précision (aliment moyen)",Puffed salty snacks (average),03,0303,000000,535,2230,"10,5","48,8","9,63","32,6","27,3","2,12","1,61","2,51"
38500,"Croûton, à l'ail, aux fines herbes ou aux oignons, préemballé","Crouton with garlic, herbs or onions, prepacked",03,0302,030202,484,2030,"8,87",59,"4,33","22,9","3,04","3,37","2,56","3,4"
38501,"Croûton, au fromage, préemballé","Crouton with cheese, prepacked",03,0302,030202,535,2230,"8,24","52,3",4,32,"5,21","2,67","1,7",-
39001,"Milkshake, de restauration rapide","Milkshake, from fast food",05,0502,050203,126,530,"3,32","17,4","13,6","4,66","2,68","0,65","0,21","71,9"
39200,"Crème dessert au chocolat, rayon frais","Custard dessert, chocolate, refrigerated",05,0502,050203,121,510,"3,39","17,9","15,4","3,55","2,26","1,5","0,16","72,3"
39206,"Mousse au chocolat (base laitière), rayon frais","Chocolate mousse (milk-based), refrigerated",05,0502,050203,155,649,"4,95","20,3","19,3","5,45","3,59","1,82","0,18","65,8"
39209,"Crème caramel, rayon frais","Caramel custard, refrigerated",05,0502,050203,155,651,"4,65",21,"19,3","5,74","3,54","0,32","0,15",69
39210,"Mousse au chocolat traditionnelle, rayon frais","Chocolate mousse, traditional, refrigerated",05,0502,050204,319,1330,"7,23","23,8","21,4","21,1","12,5","2,74","0,28",-
39211,"Crème aux oeufs (petit pot de crème chocolat, vanille, etc.), rayon frais","Custard with eggs (small jar of chocolate or vanilla cream), refrigerated",05,0502,050203,162,679,"4,25","17,5","12,9","8,1","4,84","0,9","0,14","68,2"
39212,"Riz au lait vanille, cannelle ou nature, rayon frais","Rice pudding, vanilla, cinnamon or plain, refrigerated",05,0502,050203,121,509,"2,94","18,9","10,8","3,4","2,07","1,2","0,11","72,8"
39213,"Crème brûlée, rayon frais","Caramelized custard cream (crème brûlée), refrigerated",05,0502,050203,269,1120,"4,35","17,5","16,3","20,1","13,1","0,32","0,11","54,7"
39214,"Crème dessert à la vanille, appertisée","Custard dessert, vanilla, canned",05,0502,050203,133,561,"3,77","21,1",16,"3,62","1,8","0,5","0,17","73,3"
39215,"Ile flottante, rayon frais","Floating island (meringue poached in milk and served in a light custard cream), refrigerated",05,0502,050203,131,555,"4,6","21,4","19,4","3,05","1,53","0,067","0,12","70,1"
39216,"Clafoutis aux fruits, rayon frais","Fruits batter-pudding, refrigerated",05,0502,050204,198,835,"5,1","29,4","22,1","6,39","4,01","1,54","0,19","58,5"
39218,"Semoule au lait, rayon frais","Semolina pudding, refrigerated",05,0502,050203,132,555,"3,34","18,9","12,8","4,73","2,24","0,33","0,11","67,2"
39220,"Liégeois aux fruits, rayon frais","Fruit liegeois, refrigerated",05,0502,050204,145,606,"1,15","17,7","16,5","7,26","4,75","1,37","0,048","72,3"
39229,"Crème dessert à la vanille, rayon frais","Custard dessert, vanilla, refrigerated",05,0502,050203,103,436,"2,92","16,2","13,8","2,88","1,88","0,11","0,12","76,9"
39230,"Crème dessert, rayon frais (aliment moyen)","Custard dessert, refrigerated (average)",05,0502,050203,138,579,"3,43","17,4","14,9","5,82","3,74","0,77","0,14","71,2"
39233,"Fondant au chocolat noir et crème anglaise, rayon frais","Dark chocolate fondant with light custard cream, refrigerated",05,0502,050204,211,881,"4,5",19,14,13,8,-,"0,1","61,4"
39234,"Gâteau au chocolat, coeur fondant, rayon frais","Chocolate cake, with creamy chocolate heart, refrigerated",05,0502,050204,373,1560,"6,56","41,2","30,4","19,5","12,2","3,07","0,14",-
39235,"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais","Mousse (chocolate, coffee, caramel or vanilla) topped with whipped cream, refrigerated",05,0502,050203,177,739,"3,67","19,2","17,7","9,35","6,25","0,57","0,13",-
39236,Pain perdu,French toast,05,0502,050204,226,947,6,"30,8","14,1","8,45","2,13","1,1","1,22","53,7"
39246,"Crème dessert au café, rayon frais","Custard dessert, coffee, refrigerated",05,0502,050203,118,494,"2,8","17,3","14,4","4,09","2,74","0,075","0,16","76,1"
39247,"Crème dessert au caramel, rayon frais","Custard dessert, caramel, refrigerated",05,0502,050203,108,458,"2,83","18,1","14,2","2,68","1,75","0,078","0,19","75,3"
39248,"Mousse au chocolat végétale, rayon frais","Chocolate mousse, plant-based, refrigerated",05,0502,050205,262,1090,"6,69","24,3","23,1",14,"9,04","5,1","0,36","48,1"
39249,"Mousse aux fruits, au fromage frais, 0% MG, sucrée, avec édulcorants, enrichie en calcium, rayon frais","Fruit mousse, with cottage cheese, 0% fat, with sugar(s) and sweetener(s), fortified with calcium, refrigerated",05,0502,050203,"51,7",219,"6,13","5,51","4,31","< 0,3","< 0,01","1,2","0,09","85,4"
39250,"Mousse aux fruits, au fromage frais, sucrée, rayon frais","Fruit mousse, with cottage cheese, with sugar(s), refrigerated",05,0502,050203,144,603,"4,92","14,4","11,6","7,39","4,79","0,033","0,096",-
39251,"Riz au lait, au caramel, rayon frais","Rice pudding with caramel, refrigerated",05,0502,050203,146,615,"2,89","24,5","16,5",4,"2,58","0,1","0,16",-
39252,"Riz au lait, rhum raisins, rayon frais","Rice pudding with rhum and raisins, refrigerated",05,0502,050203,133,560,"2,97","22,3","15,1","3,44","2,17","0,28","0,13",-
39253,"Mousse au chocolat ou café, sur ganache, rayon frais","Chocolate or coffee mousse, on ganache cream, refrigerated",05,0502,050203,360,1490,"4,49","17,5",15,"29,7","20,8","2,67","0,14",-
39254,"Crème dessert au chocolat et billes de céréales chocolatées, rayon frais","Custard dessert, chocolate, with chocolate-coated cereals, refrigerated",05,0502,050203,140,588,"3,78","22,5","19,3","3,78","2,28","0,38","0,18",-
39400,"Lait de poule, sans alcool","Eggnog, without alcohol",05,0502,050204,"87,8",368,"4,46","8,05","8,05","4,19","2,59",0,"0,14","82,5"
39401,Pêche melba,Peach melba (with vanilla ice cream and raspberry sauce),08,0803,000000,119,500,"2,02","18,8","18,2","3,62","1,71","1,54","0,063","73,5"
39500,"Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)","Ice cream or sorbet or ice pop, any flavour (average)",08,0000,000000,249,1040,"2,68",32,"25,3","11,9","8,45","1,06","0,14","50,8"
39502,Dessert glacé type mystère ou vacherin,"Frozen dessert, ice cream with meringue",08,0803,000000,226,948,"2,8","32,9","29,1",9,"5,21","1,15","0,11","56,7"
39503,"Glace ou crème glacée, bâtonnet enrobage chocolat","Ice cream, stick, chocolate-coated",08,0801,000000,329,1370,"3,23","33,3","27,8",20,14,"1,21","0,17","41,3"
39505,"Crème dessert, appertisée (aliment moyen)","Custard dessert, canned (average)",05,0502,050203,136,571,"3,46","21,5","16,4","3,51","1,19","2,12","0,13",71
